plan_id,crop_id,crop_name,modified_by,ABND_act,CMPL_act,PLAN_act,UNPL_act,DEFR_act,user_name,company_id
688,824,CORIANDER – Leaf (RA),7,4,18,0,4,0,Keshav Kumar,2000
756,842,SPONGE GOURD (RA),7,110,89,0,42,0,Keshav Kumar,2000
760,824,CORIANDER – Leaf (RA),7,5,18,0,3,0,Keshav Kumar,2000
761,842,SPONGE GOURD (RA),7,94,105,0,42,0,Keshav Kumar,2000
762,810,SPINACH (RA),7,6,22,0,8,0,Keshav Kumar,2000
763,808,CORN SWEET (RA),7,10,25,0,15,0,Keshav Kumar,2000
764,810,SPINACH (RA),7,8,20,0,8,0,Keshav Kumar,2000
781,803,LADY FINGER (RA),7,14,53,0,20,0,Keshav Kumar,2000
840,807,BOTTLEGOURD (RA),7,37,64,0,5,0,Keshav Kumar,2000
841,835,PUMPKIN - GREEN (RA),7,28,57,0,5,0,Keshav Kumar,2000
843,810,SPINACH (RA),7,5,24,0,8,0,Keshav Kumar,2000
851,803,LADY FINGER (RA),7,28,55,0,4,0,Keshav Kumar,2000
854,803,LADY FINGER (RA),7,26,57,0,4,0,Keshav Kumar,2000
869,810,SPINACH (RA),7,4,25,0,8,0,Keshav Kumar,2000
871,810,SPINACH (RA),7,9,19,0,8,0,Keshav Kumar,2000
873,810,SPINACH (RA),7,6,23,0,8,0,Keshav Kumar,2000
876,803,LADY FINGER (RA),7,18,63,0,4,0,Keshav Kumar,2000
879,807,BOTTLEGOURD (RA),7,21,79,0,5,0,Keshav Kumar,2000
880,835,PUMPKIN - GREEN (RA),7,14,70,0,5,0,Keshav Kumar,2000
900,810,SPINACH (RA),7,2,25,0,8,0,Keshav Kumar,2000
902,808,CORN SWEET (RA),7,20,26,0,4,0,Keshav Kumar,2000
912,810,SPINACH (RA),7,16,21,0,0,0,Keshav Kumar,2000
918,810,SPINACH (RA),7,5,27,0,4,0,Keshav Kumar,2000
984,810,SPINACH (RA),7,10,24,0,4,0,Keshav Kumar,2000
1072,810,SPINACH (RA),7,10,18,0,4,0,Keshav Kumar,2000
1073,810,SPINACH (RA),7,8,20,0,4,0,Keshav Kumar,2000
1074,810,SPINACH (RA),7,9,19,0,4,0,Keshav Kumar,2000
1125,810,SPINACH (RA),7,13,15,0,4,0,Keshav Kumar,2000
1139,810,SPINACH (RA),7,14,16,0,4,0,Keshav Kumar,2000
1167,810,SPINACH (RA),7,15,13,0,4,0,Keshav Kumar,2000
1168,810,SPINACH (RA),7,16,12,0,4,0,Keshav Kumar,2000
1210,808,CORN SWEET (RA),7,24,17,0,4,0,Keshav Kumar,2000
1262,810,SPINACH (RA),7,19,10,0,4,0,Keshav Kumar,2000
1263,808,CORN SWEET (RA),7,33,8,0,4,0,Keshav Kumar,2000
1273,801,TOMATO HYBRID (RA),7,120,6,0,4,0,Keshav Kumar,2000
1276,803,LADY FINGER (RA),7,119,1,0,4,0,Keshav Kumar,2000
1327,810,SPINACH (RA),7,11,18,0,4,0,Keshav Kumar,2000
1345,810,SPINACH (RA),7,7,20,0,4,0,Keshav Kumar,2000
1346,810,SPINACH (RA),7,13,16,0,4,0,Keshav Kumar,2000
1349,810,SPINACH (RA),7,7,22,0,4,0,Keshav Kumar,2000
1407,810,SPINACH (RA),7,7,20,0,4,0,Keshav Kumar,2000
1408,810,SPINACH (RA),7,8,19,0,4,0,Keshav Kumar,2000
1409,810,SPINACH (RA),7,9,20,0,4,0,Keshav Kumar,2000
1539,805,BEETROOT (RA),7,16,33,0,4,0,Keshav Kumar,2000
1727,859,SPINACH (Del/Nwl-Sum/Win),7,16,20,0,4,0,Keshav Kumar,2000
1750,857,FENUGREEK (Del/Nwl-Win),7,20,23,0,4,0,Keshav Kumar,2000
1754,867,MUSTARD LEAF (Del/Nwl-Win),7,8,32,0,4,0,Keshav Kumar,2000
1755,835,PUMPKIN - GREEN (RA),7,55,43,0,5,0,Keshav Kumar,2000
1756,855,BEETROOT (Del/Nwl-Win),7,47,28,0,4,0,Keshav Kumar,2000
1758,867,MUSTARD LEAF (Del/Nwl-Win),7,15,25,0,4,0,Keshav Kumar,2000
1759,859,SPINACH (Del/Nwl-Sum/Win),7,19,16,0,4,0,Keshav Kumar,2000
1760,859,SPINACH (Del/Nwl-Sum/Win),7,15,21,0,4,0,Keshav Kumar,2000
1777,859,SPINACH (Del/Nwl-Sum/Win),7,8,29,0,4,0,Keshav Kumar,2000
1778,855,BEETROOT (Del/Nwl-Win),7,30,46,0,4,0,Keshav Kumar,2000
1838,859,SPINACH (Del/Nwl-Sum/Win),7,9,28,0,4,0,Keshav Kumar,2000
1839,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,9,29,0,3,0,Keshav Kumar,2000
1974,857,FENUGREEK (Del/Nwl-Win),7,16,27,0,4,0,Keshav Kumar,2000
1978,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,5,33,0,3,0,Keshav Kumar,2000
1994,859,SPINACH (Del/Nwl-Sum/Win),7,14,21,0,4,0,Keshav Kumar,2000
2033,857,FENUGREEK (Del/Nwl-Win),7,17,26,0,4,0,Keshav Kumar,2000
2035,870,CABBAGE (Del/Nwl-Win),7,23,90,0,4,0,Keshav Kumar,2000
2036,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,14,24,0,3,0,Keshav Kumar,2000
2037,857,FENUGREEK (Del/Nwl-Win),7,18,26,0,4,0,Keshav Kumar,2000
2038,860,CAULIFLOWER (Del/Nwl-Win),7,53,50,0,4,0,Keshav Kumar,2000
2039,870,CABBAGE (Del/Nwl-Win),7,18,84,0,4,0,Keshav Kumar,2000
2040,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,3,34,0,3,0,Keshav Kumar,2000
2041,867,MUSTARD LEAF (Del/Nwl-Win),7,8,31,0,4,0,Keshav Kumar,2000
2042,859,SPINACH (Del/Nwl-Sum/Win),7,9,27,0,4,0,Keshav Kumar,2000
2043,859,SPINACH (Del/Nwl-Sum/Win),7,14,22,0,4,0,Keshav Kumar,2000
2045,853,RADISH (Asiatic) (Del/Nwl/Pun-Win),7,10,44,0,4,0,Keshav Kumar,2000
2046,870,CABBAGE (Del/Nwl-Win),7,22,85,0,4,0,Keshav Kumar,2000
2047,867,MUSTARD LEAF (Del/Nwl-Win),7,10,29,0,4,0,Keshav Kumar,2000
2052,861,POTATO (Del-Win),7,15,54,0,4,0,Keshav Kumar,2000
2107,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,10,29,0,3,0,Keshav Kumar,2000
2110,860,CAULIFLOWER (Del/Nwl-Win),7,18,66,0,4,0,Keshav Kumar,2000
2111,870,CABBAGE (Del/Nwl-Win),7,20,70,0,4,0,Keshav Kumar,2000
2112,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,9,30,0,3,0,Keshav Kumar,2000
2113,860,CAULIFLOWER (Del/Nwl-Win),7,16,66,0,4,0,Keshav Kumar,2000
2114,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,5,34,0,3,0,Keshav Kumar,2000
2115,859,SPINACH (Del/Nwl-Sum/Win),7,12,25,0,4,0,Keshav Kumar,2000
2116,857,FENUGREEK (Del/Nwl-Win),7,9,35,0,4,0,Keshav Kumar,2000
2117,859,SPINACH (Del/Nwl-Sum/Win),7,10,26,0,4,0,Keshav Kumar,2000
2118,871,SPRING ONION (Del/Nwl-Sum/Win),7,13,40,0,4,0,Keshav Kumar,2000
2119,867,MUSTARD LEAF (Del/Nwl-Win),7,11,29,0,4,0,Keshav Kumar,2000
2122,859,SPINACH (Del/Nwl-Sum/Win),7,5,33,0,4,0,Keshav Kumar,2000
2124,859,SPINACH (Del/Nwl-Sum/Win),7,4,34,0,4,0,Keshav Kumar,2000
2125,859,SPINACH (Del/Nwl-Sum/Win),7,8,28,0,4,0,Keshav Kumar,2000
2129,859,SPINACH (Del/Nwl-Sum/Win),7,8,28,0,4,0,Keshav Kumar,2000
2130,861,POTATO (Del-Win),7,9,60,0,4,0,Keshav Kumar,2000
2159,876,TOMATO ROUND DESI (Del/Nwl-Win),7,127,0,0,4,0,Keshav Kumar,2000
2160,876,TOMATO ROUND DESI (Del/Nwl-Win),7,127,0,0,4,0,Keshav Kumar,2000
2164,859,SPINACH (Del/Nwl-Sum/Win),7,11,24,0,4,0,Keshav Kumar,2000
2207,859,SPINACH (Del/Nwl-Sum/Win),7,8,29,0,4,0,Keshav Kumar,2000
2208,857,FENUGREEK (Del/Nwl-Win),7,10,33,0,4,0,Keshav Kumar,2000
2209,857,FENUGREEK (Del/Nwl-Win),7,3,40,0,4,0,Keshav Kumar,2000
2210,859,SPINACH (Del/Nwl-Sum/Win),7,5,32,0,4,0,Keshav Kumar,2000
2211,859,SPINACH (Del/Nwl-Sum/Win),7,6,29,0,4,0,Keshav Kumar,2000
2270,859,SPINACH (Del/Nwl-Sum/Win),7,2,35,0,4,0,Keshav Kumar,2000
2271,859,SPINACH (Del/Nwl-Sum/Win),7,4,32,0,4,0,Keshav Kumar,2000
2288,863,CORN SWEET (Del/Nwl-Win),7,4,58,0,4,0,Keshav Kumar,2000
2289,859,SPINACH (Del/Nwl-Sum/Win),7,10,28,0,4,0,Keshav Kumar,2000
2291,859,SPINACH (Del/Nwl-Sum/Win),7,14,22,0,4,0,Keshav Kumar,2000
2314,871,SPRING ONION (Del/Nwl-Sum/Win),7,1,50,0,4,0,Keshav Kumar,2000
2426,859,SPINACH (Del/Nwl-Sum/Win),7,2,34,0,4,0,Keshav Kumar,2000
2427,859,SPINACH (Del/Nwl-Sum/Win),7,0,36,0,4,0,Keshav Kumar,2000
2428,859,SPINACH (Del/Nwl-Sum/Win),7,0,36,0,4,0,Keshav Kumar,2000
2429,859,SPINACH (Del/Nwl-Sum/Win),7,0,36,0,4,0,Keshav Kumar,2000
2430,859,SPINACH (Del/Nwl-Sum/Win),7,2,33,0,4,0,Keshav Kumar,2000
2459,859,SPINACH (Del/Nwl-Sum/Win),7,2,33,0,4,0,Keshav Kumar,2000
2460,859,SPINACH (Del/Nwl-Sum/Win),7,4,33,0,4,0,Keshav Kumar,2000
2461,857,FENUGREEK (Del/Nwl-Win),7,3,40,0,4,0,Keshav Kumar,2000
2468,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,5,33,0,3,0,Keshav Kumar,2000
2472,859,SPINACH (Del/Nwl-Sum/Win),7,2,33,0,4,0,Keshav Kumar,2000
2495,867,MUSTARD LEAF (Del/Nwl-Win),7,13,22,0,4,2,Keshav Kumar,2000
2496,859,SPINACH (Del/Nwl-Sum/Win),7,4,29,0,4,0,Keshav Kumar,2000
2585,859,SPINACH (Del/Nwl-Sum/Win),7,2,32,0,4,0,Keshav Kumar,2000
2586,867,MUSTARD LEAF (Del/Nwl-Win),7,2,36,0,4,0,Keshav Kumar,2000
2587,859,SPINACH (Del/Nwl-Sum/Win),7,2,33,0,4,0,Keshav Kumar,2000
2763,859,SPINACH (Del/Nwl-Sum/Win),7,5,29,0,4,0,Keshav Kumar,2000
2820,890,SPONGE GOURD (Del/Nwl - Sum),7,7,158,37,5,0,Keshav Kumar,2000
2821,889,PUMPKIN - GREEN  (Del/Nwl-Sum),7,4,99,0,5,0,Keshav Kumar,2000
2822,885,BITTERGOURD (Del/Nwl-Sum),7,5,106,0,4,0,Keshav Kumar,2000
2823,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,36,0,0,3,0,Keshav Kumar,2000
2824,859,SPINACH (Del/Nwl-Sum/Win),7,13,28,0,4,0,Keshav Kumar,2000
2827,890,SPONGE GOURD (Del/Nwl - Sum),7,6,161,35,5,0,Keshav Kumar,2000
2828,859,SPINACH (Del/Nwl-Sum/Win),7,5,36,0,4,0,Keshav Kumar,2000
2829,859,SPINACH (Del/Nwl-Sum/Win),7,38,0,0,4,0,Keshav Kumar,2000
2848,859,SPINACH (Del/Nwl-Sum/Win),7,13,28,0,4,0,Keshav Kumar,2000
2849,890,SPONGE GOURD (Del/Nwl - Sum),7,9,156,37,5,0,Keshav Kumar,2000
2876,890,SPONGE GOURD (Del/Nwl - Sum),7,226,0,0,5,0,Keshav Kumar,2000
2877,859,SPINACH (Del/Nwl-Sum/Win),7,42,0,0,4,0,Keshav Kumar,2000
2879,890,SPONGE GOURD (Del/Nwl - Sum),7,9,139,74,5,0,Keshav Kumar,2000
2880,859,SPINACH (Del/Nwl-Sum/Win),7,7,35,0,4,0,Keshav Kumar,2000
2882,890,SPONGE GOURD (Del/Nwl - Sum),7,7,157,55,5,0,Keshav Kumar,2000
2883,859,SPINACH (Del/Nwl-Sum/Win),7,6,33,0,4,0,Keshav Kumar,2000
2885,859,SPINACH (Del/Nwl-Sum/Win),7,9,32,0,4,0,Keshav Kumar,2000
2888,890,SPONGE GOURD (Del/Nwl - Sum),7,179,27,0,5,4,Keshav Kumar,2000
2889,859,SPINACH (Del/Nwl-Sum/Win),7,10,31,0,4,0,Keshav Kumar,2000
2930,859,SPINACH (Del/Nwl-Sum/Win),7,3,37,0,4,0,Keshav Kumar,2000
2931,859,SPINACH (Del/Nwl-Sum/Win),7,3,36,0,4,0,Keshav Kumar,2000
3123,890,SPONGE GOURD (Del/Nwl - Sum),7,5,107,91,5,0,Keshav Kumar,2000
3124,871,SPRING ONION (Del/Nwl-Sum/Win),7,8,52,0,4,0,Keshav Kumar,2000
3125,890,SPONGE GOURD (Del/Nwl - Sum),7,4,124,80,5,0,Keshav Kumar,2000
3126,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,0,39,0,3,0,Keshav Kumar,2000
3127,896,LADY FINGER (Del-Sum),7,10,97,111,5,0,Keshav Kumar,2000
3128,884,BOTTLEGOURD (Del/Nwl-Sum),7,4,105,10,5,0,Keshav Kumar,2000
3129,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,3,36,0,3,0,Keshav Kumar,2000
3131,885,BITTERGOURD (Del/Nwl-Sum),7,4,93,24,4,0,Keshav Kumar,2000
3132,889,PUMPKIN - GREEN  (Del/Nwl-Sum),7,4,90,10,5,0,Keshav Kumar,2000
3133,859,SPINACH (Del/Nwl-Sum/Win),7,6,35,0,4,0,Keshav Kumar,2000
3134,890,SPONGE GOURD (Del/Nwl - Sum),7,5,137,80,5,0,Keshav Kumar,2000
3135,859,SPINACH (Del/Nwl-Sum/Win),7,16,26,0,4,0,Keshav Kumar,2000
3136,896,LADY FINGER (Del-Sum),7,10,114,94,5,0,Keshav Kumar,2000
3141,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,5,36,0,3,0,Keshav Kumar,2000
3142,890,SPONGE GOURD (Del/Nwl - Sum),7,7,134,65,5,0,Keshav Kumar,2000
3143,896,LADY FINGER (Del-Sum),7,9,104,106,5,0,Keshav Kumar,2000
3144,859,SPINACH (Del/Nwl-Sum/Win),7,9,32,0,4,0,Keshav Kumar,2000
3145,885,BITTERGOURD (Del/Nwl-Sum),7,5,86,32,4,0,Keshav Kumar,2000
3146,859,SPINACH (Del/Nwl-Sum/Win),7,12,29,0,4,0,Keshav Kumar,2000
3302,859,SPINACH (Del/Nwl-Sum/Win),7,11,30,0,4,0,Keshav Kumar,2000
3304,884,BOTTLEGOURD (Del/Nwl-Sum),7,6,100,13,5,0,Keshav Kumar,2000
3307,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,6,33,0,3,0,Keshav Kumar,2000
3308,896,LADY FINGER (Del-Sum),7,11,98,109,5,0,Keshav Kumar,2000
3309,890,SPONGE GOURD (Del/Nwl - Sum),7,7,135,78,5,0,Keshav Kumar,2000
3312,896,LADY FINGER (Del-Sum),7,11,89,117,5,0,Keshav Kumar,2000
3380,896,LADY FINGER (Del-Sum),7,220,0,0,5,0,Keshav Kumar,2000
3381,896,LADY FINGER (Del-Sum),7,221,0,0,5,0,Keshav Kumar,2000
3393,889,PUMPKIN - GREEN  (Del/Nwl-Sum),7,42,62,0,5,0,Keshav Kumar,2000
3394,886,CUCUMBER HYBRID (Del/Nwl - Sum),7,6,81,0,5,0,Keshav Kumar,2000
3395,896,LADY FINGER (Del-Sum),7,9,94,113,5,0,Keshav Kumar,2000
3397,858,CORIANDER – Leaf (Del/Nwl-Sum/Win),7,7,32,0,3,0,Keshav Kumar,2000
3401,859,SPINACH (Del/Nwl-Sum/Win),7,12,28,0,4,0,Keshav Kumar,2000
3402,896,LADY FINGER (Del-Sum),7,5,95,118,5,0,Keshav Kumar,2000
3403,886,CUCUMBER HYBRID (Del/Nwl - Sum),7,10,80,0,5,0,Keshav Kumar,2000
3404,859,SPINACH (Del/Nwl-Sum/Win),7,13,29,0,4,0,Keshav Kumar,2000
3409,862,CORN SWEET (Del/Nwl-Sum),7,5,40,0,4,0,Keshav Kumar,2000
3411,859,SPINACH (Del/Nwl-Sum/Win),7,13,29,0,4,0,Keshav Kumar,2000
3470,896,LADY FINGER (Del-Sum),7,11,72,134,5,0,Keshav Kumar,2000
3511,859,SPINACH (Del/Nwl-Sum/Win),7,0,41,0,4,0,Keshav Kumar,2000
3515,859,SPINACH (Del/Nwl-Sum/Win),7,9,32,0,4,0,Keshav Kumar,2000
3565,801,TOMATO HYBRID (RA),7,83,0,0,0,0,Keshav Kumar,2000
3587,896,LADY FINGER (Del-Sum),7,8,74,135,5,0,Keshav Kumar,2000
3786,859,SPINACH (Del/Nwl-Sum/Win),7,40,0,0,4,0,Keshav Kumar,2000
3797,859,SPINACH (Del/Nwl-Sum/Win),7,0,28,12,4,0,Keshav Kumar,2000
3799,859,SPINACH (Del/Nwl-Sum/Win),7,23,17,0,4,0,Keshav Kumar,2000
3800,896,LADY FINGER (Del-Sum),7,1,19,191,5,0,Keshav Kumar,2000
3801,859,SPINACH (Del/Nwl-Sum/Win),7,1,23,16,4,0,Keshav Kumar,2000
3802,859,SPINACH (Del/Nwl-Sum/Win),7,1,22,17,4,0,Keshav Kumar,2000
3804,859,SPINACH (Del/Nwl-Sum/Win),7,16,24,0,4,0,Keshav Kumar,2000
735,831,WATERMELON (RA),8,59,0,0,17,0,Dheeraj Kumar,2000
737,817,CHILLI - GREEN,8,132,0,0,31,0,Dheeraj Kumar,2000
766,806,BITTERGOURD (RA),8,86,15,0,18,0,Dheeraj Kumar,2000
835,808,CORN SWEET (RA),8,14,16,0,17,0,Dheeraj Kumar,2000
951,803,LADY FINGER (RA),8,17,66,0,4,0,Dheeraj Kumar,2000
1348,835,PUMPKIN - GREEN (RA),8,44,55,0,5,0,Dheeraj Kumar,2000
1350,807,BOTTLEGOURD (RA),8,34,50,0,5,0,Dheeraj Kumar,2000
1717,819,POTATO (RA),8,91,0,0,4,0,Dheeraj Kumar,2000
1718,801,TOMATO HYBRID (RA),8,118,0,0,4,0,Dheeraj Kumar,2000
1846,807,BOTTLEGOURD (RA),8,59,15,0,5,3,Dheeraj Kumar,2000
147,803,LADY FINGER (RA),9,0,2,42,21,0,Pankaj sarda,2000
148,805,BEETROOT (RA),9,0,0,25,11,0,Pankaj sarda,2000
149,806,BITTERGOURD (RA),9,0,0,66,19,0,Pankaj sarda,2000
196,107,Pomegranate,10,0,0,28,21,0,Sharan Patil,1000
205,107,Pomegranate,10,0,0,34,40,0,Sharan Patil,1000
204,107,Pomegranate,11,0,0,34,40,0,Ranganath Pujari,1000
203,107,Pomegranate,12,0,0,34,40,0,Javid,1000
340,801,TOMATO HYBRID (RA),13,61,28,0,20,0,Vikash Kumar,2000
388,801,TOMATO HYBRID (RA),13,103,0,0,0,0,Vikash Kumar,2000
462,835,PUMPKIN - GREEN (RA),13,87,0,0,19,0,Vikash Kumar,2000
697,831,WATERMELON (RA),13,58,0,0,17,0,Vikash Kumar,2000
701,830,MUSKMELON (RA),13,48,0,0,15,0,Vikash Kumar,2000
706,831,WATERMELON (RA),13,31,40,0,17,0,Vikash Kumar,2000
707,835,PUMPKIN - GREEN (RA),13,40,47,0,18,0,Vikash Kumar,2000
729,817,CHILLI - GREEN,13,35,99,0,30,0,Vikash Kumar,2000
730,801,TOMATO HYBRID (RA),13,84,9,0,23,0,Vikash Kumar,2000
731,831,WATERMELON (RA),13,56,3,0,17,0,Vikash Kumar,2000
732,830,MUSKMELON (RA),13,45,3,0,15,0,Vikash Kumar,2000
978,807,BOTTLEGOURD (RA),13,23,82,0,5,0,Vikash Kumar,2000
1506,834,RADISH (Asiatic) (RA),13,11,34,0,4,0,Vikash Kumar,2000
1507,834,RADISH (Asiatic) (RA),13,15,28,0,4,0,Vikash Kumar,2000
1511,812,CAULIFLOWER (RA),13,15,45,0,4,0,Vikash Kumar,2000
1512,801,TOMATO HYBRID (RA),13,25,81,0,4,0,Vikash Kumar,2000
1602,860,CAULIFLOWER (Del/Nwl-Win),13,23,70,0,4,0,Vikash Kumar,2000
1612,853,RADISH (Asiatic) (Del/Nwl/Pun-Win),13,16,39,0,4,0,Vikash Kumar,2000
1704,870,CABBAGE (Del/Nwl-Win),13,14,72,0,4,0,Vikash Kumar,2000
1708,870,CABBAGE (Del/Nwl-Win),13,13,74,0,4,0,Vikash Kumar,2000
1710,853,RADISH (Asiatic) (Del/Nwl/Pun-Win),13,12,41,0,4,0,Vikash Kumar,2000
1724,870,CABBAGE (Del/Nwl-Win),13,14,72,0,4,0,Vikash Kumar,2000
1725,860,CAULIFLOWER (Del/Nwl-Win),13,21,72,0,4,0,Vikash Kumar,2000
1726,853,RADISH (Asiatic) (Del/Nwl/Pun-Win),13,16,38,0,4,1,Vikash Kumar,2000
1836,801,TOMATO HYBRID (RA),13,21,85,0,4,0,Vikash Kumar,2000
1913,870,CABBAGE (Del/Nwl-Win),13,22,64,0,4,0,Vikash Kumar,2000
1948,870,CABBAGE (Del/Nwl-Win),13,23,72,0,4,0,Vikash Kumar,2000
1949,855,BEETROOT (Del/Nwl-Win),13,23,78,0,4,0,Vikash Kumar,2000
1953,874,TOMATO OVAL (Del/Nwl-Win),13,129,10,0,4,0,Vikash Kumar,2000
1977,870,CABBAGE (Del/Nwl-Win),13,28,58,0,4,0,Vikash Kumar,2000
2021,874,TOMATO OVAL (Del/Nwl-Win),13,29,114,0,4,0,Vikash Kumar,2000
2023,870,CABBAGE (Del/Nwl-Win),13,17,69,0,4,0,Vikash Kumar,2000
2024,855,BEETROOT (Del/Nwl-Win),13,29,71,0,4,0,Vikash Kumar,2000
2025,860,CAULIFLOWER (Del/Nwl-Win),13,23,65,0,4,0,Vikash Kumar,2000
2028,855,BEETROOT (Del/Nwl-Win),13,26,72,0,4,0,Vikash Kumar,2000
2030,860,CAULIFLOWER (Del/Nwl-Win),13,25,64,0,4,0,Vikash Kumar,2000
2031,870,CABBAGE (Del/Nwl-Win),13,23,65,0,4,0,Vikash Kumar,2000
2032,869,PEAS GREEN (Del/Nwl-Win),13,38,62,0,4,0,Vikash Kumar,2000
2076,860,CAULIFLOWER (Del/Nwl-Win),13,18,71,0,4,0,Vikash Kumar,2000
2077,860,CAULIFLOWER (Del/Nwl-Win),13,20,68,0,4,0,Vikash Kumar,2000
2273,869,PEAS GREEN (Del/Nwl-Win),13,21,79,0,4,0,Vikash Kumar,2000
2274,869,PEAS GREEN (Del/Nwl-Win),13,38,60,0,4,0,Vikash Kumar,2000
2276,869,PEAS GREEN (Del/Nwl-Win),13,19,82,0,4,0,Vikash Kumar,2000
2277,869,PEAS GREEN (Del/Nwl-Win),13,27,72,0,4,0,Vikash Kumar,2000
2278,869,PEAS GREEN (Del/Nwl-Win),13,23,75,0,4,0,Vikash Kumar,2000
2388,825,CUCUMBER HYBRID (RA),13,10,73,0,5,0,Vikash Kumar,2000
2391,869,PEAS GREEN (Del/Nwl-Win),13,30,68,0,4,0,Vikash Kumar,2000
2452,853,RADISH (Asiatic) (Del/Nwl/Pun-Win),13,29,15,0,4,0,Vikash Kumar,2000
2455,874,TOMATO OVAL (Del/Nwl-Win),13,135,4,0,4,0,Vikash Kumar,2000
2456,869,PEAS GREEN (Del/Nwl-Win),13,35,63,0,4,0,Vikash Kumar,2000
2457,869,PEAS GREEN (Del/Nwl-Win),13,35,63,0,4,0,Vikash Kumar,2000
2458,869,PEAS GREEN (Del/Nwl-Win),13,32,66,0,4,0,Vikash Kumar,2000
2488,874,TOMATO OVAL (Del/Nwl-Win),13,37,124,0,4,0,Vikash Kumar,2000
2489,853,RADISH (Asiatic) (Del/Nwl/Pun-Win),13,13,42,0,4,0,Vikash Kumar,2000
2655,869,PEAS GREEN (Del/Nwl-Win),13,32,67,0,4,0,Vikash Kumar,2000
2656,869,PEAS GREEN (Del/Nwl-Win),13,41,58,0,4,0,Vikash Kumar,2000
2657,869,PEAS GREEN (Del/Nwl-Win),13,36,63,0,4,0,Vikash Kumar,2000
2658,869,PEAS GREEN (Del/Nwl-Win),13,38,61,0,4,0,Vikash Kumar,2000
2659,869,PEAS GREEN (Del/Nwl-Win),13,34,65,0,4,0,Vikash Kumar,2000
2661,869,PEAS GREEN (Del/Nwl-Win),13,39,62,0,4,0,Vikash Kumar,2000
2662,869,PEAS GREEN (Del/Nwl-Win),13,44,55,0,4,0,Vikash Kumar,2000
2773,888,WATERMELON  (Del/Nwl-Sum),13,13,66,0,5,0,Vikash Kumar,2000
2774,888,WATERMELON  (Del/Nwl-Sum),13,13,64,0,5,0,Vikash Kumar,2000
2775,888,WATERMELON  (Del/Nwl-Sum),13,7,67,0,5,5,Vikash Kumar,2000
2783,888,WATERMELON  (Del/Nwl-Sum),13,8,71,0,5,0,Vikash Kumar,2000
2784,888,WATERMELON  (Del/Nwl-Sum),13,14,63,0,5,0,Vikash Kumar,2000
2812,873,TOMATO OVAL (Del/Nwl-Sum),13,26,98,0,4,0,Vikash Kumar,2000
2844,885,BITTERGOURD (Del/Nwl-Sum),13,44,89,0,4,0,Vikash Kumar,2000
2869,887,MUSKMELON  (Del/Nwl-Sum),13,10,56,0,5,3,Vikash Kumar,2000
2952,885,BITTERGOURD (Del/Nwl-Sum),13,57,77,0,4,0,Vikash Kumar,2000
3006,888,WATERMELON  (Del/Nwl-Sum),13,15,64,0,5,0,Vikash Kumar,2000
3032,888,WATERMELON  (Del/Nwl-Sum),13,9,64,0,5,7,Vikash Kumar,2000
3033,884,BOTTLEGOURD (Del/Nwl-Sum),13,50,64,0,5,12,Vikash Kumar,2000
3034,888,WATERMELON  (Del/Nwl-Sum),13,12,66,0,5,3,Vikash Kumar,2000
3035,888,WATERMELON  (Del/Nwl-Sum),13,12,70,0,5,0,Vikash Kumar,2000
3036,888,WATERMELON  (Del/Nwl-Sum),13,11,72,0,5,0,Vikash Kumar,2000
3075,888,WATERMELON  (Del/Nwl-Sum),13,11,72,0,5,0,Vikash Kumar,2000
3093,891,CLUSTER BEAN (Nwl-Sum),13,26,77,0,4,0,Vikash Kumar,2000
3094,889,PUMPKIN - GREEN  (Del/Nwl-Sum),13,49,67,0,5,0,Vikash Kumar,2000
3095,894,DESI TINDA  (Del/Nwl-Sum),13,3,80,0,5,0,Vikash Kumar,2000
3097,888,WATERMELON  (Del/Nwl-Sum),13,9,73,0,5,0,Vikash Kumar,2000
3103,873,TOMATO OVAL (Del/Nwl-Sum),13,19,104,0,4,0,Vikash Kumar,2000
3105,888,WATERMELON  (Del/Nwl-Sum),13,7,70,0,5,2,Vikash Kumar,2000
3252,889,PUMPKIN - GREEN  (Del/Nwl-Sum),13,5,91,16,5,6,Vikash Kumar,2000
3256,888,WATERMELON  (Del/Nwl-Sum),13,16,64,0,5,0,Vikash Kumar,2000
3257,887,MUSKMELON  (Del/Nwl-Sum),13,12,59,0,5,0,Vikash Kumar,2000
3258,885,BITTERGOURD (Del/Nwl-Sum),13,67,68,0,4,0,Vikash Kumar,2000
3259,894,DESI TINDA  (Del/Nwl-Sum),13,7,74,0,5,0,Vikash Kumar,2000
3260,873,TOMATO OVAL (Del/Nwl-Sum),13,41,82,0,4,0,Vikash Kumar,2000
